RestaurantID,RestaurantName,City,Location.Longitude,Location.Latitude,AverageCostForTwo,AggregateRating,RatingText,Votes,Date
311428,Special O-cake-sions,Gurgaon,77.0745897,28.4325962,300,0,Not rated,0.0,2016-09-21 07:45:02
18435818,Tasteful Biryani,Gurgaon,77.08328809999999,28.430714899999998,600,0,Not rated,0.0,2018-10-30 15:26:53
313316,Bikanervala,Gurgaon,77.1053224,28.433506599999998,600,3.4,Average,178.0,2016-01-23 22:27:27
7528,Indian Grill Room,Gurgaon,77.1052774,28.433457399999995,1800,4.5,Excellent,1262.0,2016-11-11 00:46:07
1216,Oriental Fusion,Gurgaon,77.0872491,28.4625277,650,3.3,Average,199.0,2017-07-06 16:05:35
305662,Purani Dilli's Al Karam Kebab House,Gurgaon,77.08729528,28.46243126,950,3.4,Average,483.0,2018-02-17 16:10:09
305792,Rollmaal,Gurgaon,77.0876088,28.462382899999998,500,3.4,Average,346.0,2017-02-14 17:05:12
305776,Speedy Chow,Gurgaon,77.0876088,28.462293199999998,850,3.2,Average,241.0,2016-02-04 09:43:22
18355106,Arabian Nites,Gurgaon,77.08687490000001,28.462502399999998,450,3.8,Good,158.0,2016-05-02 22:54:34
308274,Giani's,Gurgaon,77.0869794,28.462412100000005,400,3.7,Good,92.0,2017-04-24 15:52:32
3538,Giani,Gurgaon,77.08695229,28.46246192,400,3.6,Good,115.0,2016-02-10 21:45:30
18420450,Juste Miam,Gurgaon,77.0869794,28.462681099999998,300,3.9,Good,94.0,2016-11-17 23:10:34
306401,Patiala Shahi,Gurgaon,77.08685009999999,28.4625094,800,3.5,Good,118.0,2016-11-20 05:02:00
18257542,The Kathis,Gurgaon,77.087339,28.4624466,300,3.8,Good,48.0,2016-09-10 11:10:40
9290,Wai Yu Mun Ching,Gurgaon,77.08715670000001,28.462596299999998,800,3.6,Good,321.0,2018-02-19 10:23:51
301499,Bernardo's,Gurgaon,77.087339,28.462625899999995,2000,4,Very Good,429.0,2017-08-11 03:29:40
18025103,Biryani Art,Gurgaon,77.0870678,28.462560200000002,1100,4.1,Very Good,344.0,2018-09-22 16:52:53
18424627,Nosh,Gurgaon,77.0871573,28.462590500000005,700,4.1,Very Good,103.0,2016-01-15 14:15:15
18403465,Tandoor Express,Gurgaon,77.0874235,28.4624928,500,4.2,Very Good,67.0,2017-07-21 16:51:09
18372668,Tandoori KnockOuts,Gurgaon,77.0871592,28.4626087,500,4.2,Very Good,112.0,2016-03-08 18:53:13
18224536,Udaipuri,Gurgaon,77.0871142,28.4623802,700,4,Very Good,157.0,2016-02-18 07:08:10
18128902,Begonia,Gurgaon,0.0,0.0,500,3,Average,8.0,2017-03-22 22:03:43
18138454,Cakes & Muffins,Gurgaon,77.0784363,28.4659842,400,3.3,Average,21.0,2018-04-16 21:11:08
4602,Halki Aanch,Gurgaon,77.0756172,28.4714149,700,2.7,Average,39.0,2016-03-14 06:43:39
18341082,Hungry Gopal,Gurgaon,77.07864359999999,28.4543078,450,3.2,Average,27.0,2016-12-15 07:54:57
18382055,Kuzo,Gurgaon,77.0790658,28.450713500000003,300,3.2,Average,10.0,2017-02-19 19:49:54
18391189,Lovecrumbs Bakery,Gurgaon,77.0784363,28.4660738,1000,3.4,Average,16.0,2018-02-04 05:41:28
311837,Organic Express,Gurgaon,77.08195500000001,28.452042,700,3.4,Average,20.0,2018-10-06 11:07:54
254,Pizza Hut,Gurgaon,77.0746189,28.468405800000003,1000,2.8,Average,80.0,2016-04-07 07:26:17
308113,Roti Te Boti,Gurgaon,77.0832025,28.4600768,600,2.8,Average,42.0,2017-04-17 01:52:41
18365890,Behrouz Biryani,Gurgaon,77.0787061,28.4609895,600,3.7,Good,49.0,2017-09-18 12:29:37
18354631,Cafí© Burger BC,Gurgaon,77.0794255,28.450479100000003,300,3.7,Good,65.0,2016-03-23 04:44:20
18336214,Dilli Darbar,Gurgaon,77.0843946,28.460252899999997,550,3.7,Good,52.0,2016-06-06 08:55:07
18265365,Fu.D,Gurgaon,77.0789759,28.4647809,250,3.7,Good,58.0,2017-07-29 17:44:07
18363405,Jarfull,Gurgaon,77.0791557,28.460584499999996,200,3.7,Good,25.0,2017-08-18 10:09:58
18322661,Mochamania,Gurgaon,77.0747614,28.4710018,300,3.7,Good,50.0,2018-06-18 04:01:12
18261725,Mukhtalif Biryanis,Gurgaon,77.0847227,28.4592935,600,3.7,Good,125.0,2018-06-04 01:27:05
18157408,Mummy's Kitchen,Gurgaon,77.0853157,28.454317600000003,150,3.5,Good,26.0,2018-04-23 23:12:00
18429378,Ovenstory Pizza,Gurgaon,77.0788503,28.4609696,500,3.7,Good,23.0,2017-04-23 13:59:06
18439519,The Godinho's,Gurgaon,0.0,0.0,600,3.8,Good,23.0,2017-05-01 11:17:18
18433295,Kujay's Spoon,Gurgaon,77.0796953,28.449967100000002,500,0,Not rated,1.0,2018-05-21 12:56:54
18391171,Lily Food's,Gurgaon,77.0791682,28.450859299999998,600,0,Not rated,0.0,2017-07-11 18:40:17
18400489,Mutton Mewar,Gurgaon,77.07627790000001,28.451342200000003,800,0,Not rated,1.0,2017-12-12 15:12:18
18411599,Tasty But Healthy,Gurgaon,77.08140390000001,28.4503106,250,0,Not rated,3.0,2016-04-13 14:35:53
18265082,Teddy Choco Studio,Gurgaon,77.08302259999999,28.455756,250,0,Not rated,2.0,2018-03-29 12:44:27
313275,Chin Chow,Gurgaon,77.0840118,28.460154600000003,550,2.4,Poor,38.0,2017-09-19 08:06:42
18343001,Cafe Sante,Gurgaon,77.0815524,28.4510321,1100,4.3,Very Good,62.0,2017-02-14 08:16:09
18377905,Mughal Dine-Esty,Gurgaon,77.0779417,28.460602299999998,1500,4,Very Good,32.0,2018-11-20 19:48:26
18406140,Nuterro,Gurgaon,77.0751988,28.470872600000003,600,4,Very Good,101.0,2016-07-11 06:42:11
18472606,Sandburg Shakes,Gurgaon,77.079003,28.460820000000002,750,4,Very Good,34.0,2018-04-13 21:43:02
18451577,The Millionaire Express,Gurgaon,77.079311,28.460034000000004,400,4,Very Good,53.0,2018-08-24 06:10:19
312540,Ammu's South Indian Restaurant,Gurgaon,77.0793521,28.460747499999997,250,3.1,Average,10.0,2017-03-05 00:36:54
18386419,Elma's Delivers,Gurgaon,77.0792457,28.461130999999998,500,3.1,Average,5.0,2018-02-26 21:21:06
18412886,Faasos,Gurgaon,77.0788859,28.4609172,600,3.2,Average,12.0,2016-01-05 13:32:57
18421029,Foodrath,Gurgaon,77.07936690000001,28.4613734,400,3,Average,4.0,2018-03-15 18:18:50
18332044,Hyderabad House,Gurgaon,77.0792457,28.461130999999998,500,2.7,Average,7.0,2017-01-23 09:15:14
18306553,Kake Da Hotel,Gurgaon,77.0798015,28.460760999999998,700,3.1,Average,35.0,2016-03-15 16:41:35
309451,Mitraao,Gurgaon,77.0796953,28.460995,650,3.4,Average,117.0,2016-01-15 23:22:39
18203171,PomoDoro Bistro,Gurgaon,77.0790916,28.4610705,700,3.4,Average,67.0,2016-12-04 22:58:50
312570,Shri Shyam Ji Ke Mashhoor Chhole Bhature,Gurgaon,77.0811311,28.453272600000002,200,3.3,Average,26.0,2016-04-15 00:54:16
18273621,Spice Aangan Express,Gurgaon,77.0792457,28.461130999999998,400,3,Average,33.0,2017-03-02 23:29:55
305919,Subway,Gurgaon,77.0790658,28.460486199999995,500,3.3,Average,59.0,2016-08-16 03:15:22
304520,Swaad Ka Khazana,Gurgaon,77.0795604,28.460937199999996,600,2.6,Average,11.0,2018-11-14 11:06:39
18292458,The Toddy Shop,Gurgaon,77.07927149999999,28.460828999999997,1200,3.4,Average,21.0,2016-01-22 01:38:13
4215,Truffles,Gurgaon,77.0790658,28.4606655,300,3.2,Average,15.0,2016-04-13 20:51:56
18360143,Cafe Bonkerz,Gurgaon,77.0787061,28.4604516,850,3.6,Good,41.0,2017-05-06 06:11:13
18423890,Wrapchick,Gurgaon,77.0794255,28.4608794,650,3.9,Good,67.0,2016-05-25 22:32:45
312555,WoW - Vada Pav & More,Gurgaon,77.07890390000001,28.4605516,300,2.2,Poor,41.0,2017-06-08 05:02:48
18420454,Me Kong Bowl,Gurgaon,77.0796953,28.460726,700,4,Very Good,27.0,2017-08-10 07:58:29
3961,Palmyra - The Bristol Hotel,Gurgaon,77.0923077,28.479984499999997,2500,3.3,Average,57.0,2016-02-19 18:49:54
3288,Shanghai Bar & Lounge - The Bristol Hotel,Gurgaon,77.09232,28.479998100000003,2400,3,Average,17.0,2017-03-01 18:59:26
7231,Zaffran - The Bristol Hotel,Gurgaon,77.0922972,28.479982500000002,2000,3.2,Average,52.0,2018-12-30 03:52:15
18291211,Zaffran - The Claremont,Gurgaon,77.07322020000001,28.4782126,2500,3,Average,4.0,2018-05-27 15:06:20
5768,Clove - The Galgotias,Gurgaon,77.0529662,28.504749100000005,1500,2.7,Average,19.0,2018-03-22 06:30:26
304276,Green Leaf,Gurgaon,77.0395696,28.4664035,800,3,Average,6.0,2016-03-11 20:49:06
304279,Tokyo,Gurgaon,77.04008979999999,28.4661418,1600,3,Average,10.0,2016-05-05 22:48:43
5717,Cigar Lounge - The Oberoi,Gurgaon,77.0867995,28.5022869,3000,3.2,Average,17.0,2016-10-09 05:54:54
7496,Melange - The Pllazio Hotel,Gurgaon,77.06404659999998,28.4646001,2500,3.6,Good,94.0,2017-09-10 23:28:01
309377,Qureshi's Kabab Corner,Gurgaon,77.048261,28.412019,650,3.3,Average,96.0,2017-01-18 12:35:11
5042,EEST - The Westin Gurgaon,Gurgaon,77.0704322,28.476778999999997,3000,3.9,Good,272.0,2018-04-01 06:25:32
5044,Prego - The Westin Gurgaon,Gurgaon,77.07038730000001,28.4767298,3000,3.8,Good,390.0,2016-03-13 08:48:05
5046,Seasonal Tastes - The Westin Gurgaon,Gurgaon,77.0704322,28.476778999999997,3000,3.9,Good,394.0,2016-05-12 10:53:57
310700,Xiao Chi - The Westin Sohna Resort & Spa,Gurgaon,77.1427506,28.2393668,3000,3.4,Average,22.0,2018-11-12 12:26:55
310699,The Living Room - The Westin Sohna Resort & Spa,Gurgaon,77.1427506,28.2393668,3000,3.7,Good,45.0,2016-01-27 05:37:40
2711,The Bar - Trident Gurgaon,Gurgaon,77.0867995,28.5022869,2000,3.3,Average,36.0,2018-07-02 02:52:29
2710,Konomi - Trident Gurgaon,Gurgaon,77.0867995,28.5022869,3000,3.5,Good,27.0,2016-09-14 04:43:05
18285736,L'Opera,Gurgaon,77.0958365,28.451292900000002,400,3.7,Good,16.0,2018-05-25 06:52:35
18291200,Town Hall,Gurgaon,77.096912,28.45097366,2500,3.5,Good,13.0,2017-08-07 22:36:28
18291198,Whisky Samba,Gurgaon,77.09688552,28.45104175,2500,3.8,Good,127.0,2017-11-12 06:36:21
18446404,Chokola,Gurgaon,77.080139,28.5109714,700,3.1,Average,6.0,2017-09-19 02:24:30
6690,Citrus Cafe - Lemon Tree Hotel,Gurgaon,77.08670959999999,28.5026368,2000,2.7,Average,27.0,2018-04-27 13:24:05
306032,Green Hut,Gurgaon,77.07531390000001,28.500498600000004,600,2.8,Average,23.0,2017-03-10 04:05:48
18216898,My Plate,Gurgaon,77.086215,28.5130313,200,3.1,Average,6.0,2016-10-06 01:25:15
310487,PiccoLicko,Gurgaon,77.06526120000001,28.4875966,200,3.3,Average,12.0,2016-03-02 08:09:52
18352277,Pind Balluchi,Gurgaon,77.08815899999999,28.499116100000002,1000,2.7,Average,7.0,2018-08-03 10:18:59
4185,Raj Xpresso,Gurgaon,77.083835,28.506390999999997,650,2.9,Average,13.0,2017-06-21 23:33:17
18374686,Riders Hub,Gurgaon,77.0879685,28.4991724,800,3.1,Average,11.0,2017-09-28 17:37:22
310870,Shivani Catering Services,Gurgaon,77.0728605,28.501125199999997,500,3.1,Average,17.0,2017-08-25 19:40:38
18435802,The Diet Kitchen,Gurgaon,77.0835622,28.5009896,700,3.3,Average,7.0,2016-11-30 05:10:23
311788,The Gr8 Taste of India,Gurgaon,77.08675240000001,28.4975584,400,3,Average,10.0,2017-04-20 10:14:14
312301,World Art Cafe,Gurgaon,77.0842434,28.5120417,500,3.3,Average,10.0,2017-07-25 17:12:19
18175242,XLNC Bakers,Gurgaon,77.0801,28.514056300000004,150,2.9,Average,4.0,2016-07-31 21:00:20
18350142,Adventure Food,Gurgaon,77.086215,28.5130313,150,0,Not rated,0.0,2016-01-18 04:07:56
18463967,Baba Da Dhaba,Gurgaon,77.07576312,28.51150832,500,0,Not rated,0.0,2018-01-01 21:08:20
18463954,Bandhani Fast Food,Gurgaon,77.0823439,28.501278000000003,300,0,Not rated,0.0,2016-02-08 09:26:13
18463969,Bhai Ji Dhaba,Gurgaon,77.0755585,28.511513,500,0,Not rated,0.0,2018-02-18 15:02:33
18350144,Bikaner Sweets,Gurgaon,77.0670773,28.4905933,300,0,Not rated,2.0,2016-03-09 10:08:14
18466414,Cafe Coffee Day,Gurgaon,0.0,0.0,450,0,Not rated,0.0,2016-05-04 16:15:13
18332976,Cake 24x7,Gurgaon,77.0627161,28.496969099999998,450,0,Not rated,2.0,2018-06-12 22:05:37
18412860,Chaayos,Gurgaon,77.086215,28.5130313,400,0,Not rated,3.0,2018-01-26 17:36:28
18391133,Chauhan Hotel,Gurgaon,77.0671046,28.490532199999997,200,0,Not rated,0.0,2017-12-09 08:58:12
18311952,Costa Coffee,Gurgaon,77.07991786,28.49125312,600,0,Not rated,2.0,2016-06-14 08:26:19
18350138,Dheeraj Vaishno Dhaba,Gurgaon,77.0673441,28.490722299999998,200,0,Not rated,0.0,2018-06-06 13:50:39
313078,Domino's Pizza,Gurgaon,77.06706899999999,28.489984600000003,700,0,Not rated,3.0,2016-09-24 14:43:37
18265716,Food Ka Adda,Gurgaon,77.0859902,28.498892600000005,400,0,Not rated,3.0,2018-02-18 12:19:09
18382370,iKitchen,Gurgaon,77.07016754,28.49064636,650,0,Not rated,2.0,2017-12-08 17:54:10
18421451,Knights Kitchen,Gurgaon,77.0836521,28.4996537,200,0,Not rated,0.0,2016-07-01 18:28:04
18427204,Ku-Kukdu-Ku,Gurgaon,77.0665649,28.4872533,250,0,Not rated,0.0,2016-08-02 17:26:59
18352171,Mogambo Kitchen,Gurgaon,77.0834007,28.497882099999998,200,0,Not rated,0.0,2018-10-22 01:07:34
18458633,Noore-e-Seva,Gurgaon,77.0671777,28.490596999999998,150,0,Not rated,0.0,2018-05-13 01:36:59
18306504,Premier Bite,Gurgaon,77.08617,28.5128925,400,0,Not rated,1.0,2017-12-19 17:28:48
18458319,Renu Sweets & Restaurant,Gurgaon,77.0693753,28.490902399999996,300,0,Not rated,0.0,2018-11-19 02:35:07
18463955,Street Foods by Punjab Grill,Gurgaon,77.081314,28.4999667,600,0,Not rated,1.0,2017-12-11 22:43:00
18337883,Tpot,Gurgaon,77.085902,28.509468,400,0,Not rated,1.0,2016-09-22 22:30:16
18391145,Uttrakhand Bohra Bhojnalaya & Fast Food,Gurgaon,77.0683497,28.4907415,200,0,Not rated,0.0,2017-06-21 05:02:16
18277216,Uttrakhand Dhaba,Gurgaon,77.0762102,28.511479700000002,200,0,Not rated,0.0,2016-03-12 13:52:27
312592,Tea Halt,Gurgaon,77.05550190000001,28.443246999999996,400,3.1,Average,82.0,2018-07-25 03:31:34
9273,Dunkin' Donuts,Gurgaon,77.0563348,28.4429124,600,3.5,Good,302.0,2017-07-17 09:05:29
309134,Indian Bistro Company,Gurgaon,77.05503501,28.44359498,750,3.7,Good,276.0,2018-02-02 09:19:40
18458638,Department of Food and Social Affair,Gurgaon,0.0,0.0,300,0,Not rated,0.0,2018-09-02 00:10:18
18337882,Tpot,Gurgaon,77.05631140000001,28.4435939,800,0,Not rated,3.0,2017-09-17 20:00:09
18237342,Anaaj,Gurgaon,77.0714665,28.509640299999997,500,2.9,Average,7.0,2017-01-12 04:37:15
18383550,Au Bon Pain,Gurgaon,77.07236174,28.51055995,600,2.8,Average,8.0,2017-10-06 08:23:21
302243,Cafe Coffee Day,Gurgaon,77.0715115,28.509778999999998,450,3.1,Average,10.0,2018-07-18 06:38:09
18294576,Cafe Friends,Gurgaon,77.07126579999999,28.509599199999997,600,3.2,Average,31.0,2016-12-06 13:41:26
18233603,Chinese Bistro,Gurgaon,77.0714665,28.509640299999997,600,2.9,Average,5.0,2017-09-01 15:00:43
304182,Dunkin' Donuts,Gurgaon,77.0715115,28.509778999999998,600,3.4,Average,87.0,2017-07-01 01:07:16
18396424,Madras Coffee House,Gurgaon,77.0720511,28.510368699999997,300,3,Average,4.0,2017-08-31 00:08:02
9967,McDonald's,Gurgaon,77.0714215,28.509680699999997,500,3.3,Average,35.0,2017-02-12 13:15:39
18350125,Nukkadwala,Gurgaon,77.07199864,28.51028625,300,3.2,Average,25.0,2016-04-02 23:41:56
302248,Salad Chef,Gurgaon,77.07128014,28.509522600000004,400,3.2,Average,44.0,2018-08-17 19:31:46
310531,Subway,Gurgaon,77.0715115,28.509778999999998,500,3.3,Average,27.0,2016-03-10 11:19:07
312708,Tea Halt,Gurgaon,77.0715115,28.509778999999998,400,2.7,Average,14.0,2016-11-09 17:38:09
18175288,The Kachori Co.,Gurgaon,77.0714703,28.5096854,200,2.5,Average,11.0,2016-02-01 11:17:18
18124368,Urban Dhaba,Gurgaon,77.0714665,28.509640299999997,700,3.2,Average,11.0,2018-06-02 08:54:36
18371415,A Piece of Paris,Gurgaon,77.0716878,28.510246999999996,600,3.9,Good,43.0,2016-12-01 10:10:04
305687,Chaayos,Gurgaon,77.0715115,28.509689399999996,400,3.8,Good,127.0,2018-11-06 02:18:21
309642,Doughlicious,Gurgaon,77.07169354,28.50969289,550,3.6,Good,60.0,2017-02-10 20:06:21
18273546,Eggers Madhouse,Gurgaon,77.0713316,28.509672100000003,500,3.7,Good,51.0,2016-06-12 13:42:40
18349911,Live Wok,Gurgaon,77.0714215,28.509680699999997,500,3.6,Good,45.0,2016-04-24 11:37:04
300652,Orange Chopsticks,Gurgaon,77.07144342,28.50954204,1300,3.5,Good,200.0,2017-10-28 07:21:06
302239,Pizzoccheri,Gurgaon,77.07135793,28.50954764,800,3.6,Good,76.0,2016-12-10 17:35:23
18458317,Creamy Innovation,Gurgaon,0.0,0.0,500,0,Not rated,0.0,2018-01-10 22:32:33
18237348,Dosa Republic,Gurgaon,77.0714665,28.509640299999997,300,0,Not rated,1.0,2017-07-25 20:46:47
18311959,Giani's,Gurgaon,77.0716464,28.5096576,250,0,Not rated,2.0,2018-05-01 16:18:19
309308,Chai Point,Gurgaon,77.0717813,28.5099843,200,2.4,Poor,49.0,2017-08-10 04:39:04
301559,Latitude - Vivanta By Taj,Gurgaon,77.07009529999999,28.4562499,3500,3.8,Good,305.0,2016-12-23 10:41:59
301562,Thai Pavilion - Vivanta By Taj,Gurgaon,77.0701624,28.455954300000002,4000,4,Very Good,219.0,2017-10-14 04:27:13
311480,3H Kitchen,Gurgaon,77.0310152,28.5088255,600,2.9,Average,15.0,2018-10-17 20:42:59
303866,Manish Sweets & Bakers,Gurgaon,77.03139370000001,28.5085989,200,2.8,Average,5.0,2018-09-08 09:43:07
4188,Oasis Kitchen,Gurgaon,77.03166350000001,28.5088043,250,2.9,Average,6.0,2017-03-20 22:06:48
311844,Ramchandra Chinese Food,Gurgaon,77.03098259999999,28.508564,250,2.7,Average,10.0,2016-10-12 16:52:55
308681,Sona Chinese,Gurgaon,77.03085390000001,28.509084499999997,400,2.8,Average,14.0,2018-02-06 16:46:28
2817,The Pastry Hut,Gurgaon,77.03139370000001,28.5088678,150,2.9,Average,13.0,2017-11-01 12:11:21
5927,Aggarwal Sweets & Restaurant,Gurgaon,77.0311238,28.5088417,100,0,Not rated,0.0,2016-06-29 06:26:51
301734,Bhoomika,Gurgaon,77.0842702,28.460484499999996,250,2.9,Average,6.0,2017-06-28 06:01:33
309851,FoodZilla,Gurgaon,77.0841917,28.460351199999998,700,3.3,Average,153.0,2018-05-11 08:54:32
300097,Goli Vada Pav No. 1,Gurgaon,77.08397559999999,28.459856199999997,150,3.4,Average,151.0,2018-07-14 15:17:53
18466966,Indo Chinese,Gurgaon,0.0,0.0,200,3.2,Average,12.0,2016-08-09 09:26:25
306524,Kathi Junction,Gurgaon,77.0836521,28.460657899999998,400,3,Average,89.0,2018-05-23 19:10:37
1453,Romi da Dhaba,Gurgaon,77.083832,28.460047600000003,550,3.1,Average,122.0,2016-10-01 22:06:44
1451,Shamji Snacks,Gurgaon,77.0843266,28.4602296,400,2.7,Average,83.0,2018-03-27 05:04:39
300082,The Lunch Break,Gurgaon,77.0835622,28.46047,200,2.9,Average,7.0,2017-12-29 04:12:25
313479,Veg O Non,Gurgaon,77.0843266,28.459871000000003,650,3.1,Average,21.0,2016-06-07 19:38:30
9122,Alwar Sweets,Gurgaon,77.0842816,28.4603598,200,3.5,Good,66.0,2016-02-07 18:49:01
3559,Bakers Oven,Gurgaon,77.083832,28.460675199999997,600,3.6,Good,69.0,2017-05-04 20:42:40
18265678,Burgzz Bee,Gurgaon,77.0840568,28.4599348,250,3.6,Good,60.0,2017-11-02 05:59:34
2165,Chinese Corner,Gurgaon,77.0839219,28.459787300000002,500,3.6,Good,369.0,2017-08-21 21:28:27
6769,Iroha,Gurgaon,77.0832025,28.459987199999997,400,3.7,Good,63.0,2016-05-19 01:45:09
18441791,Chaudhary Burfi Wala,Gurgaon,77.0843266,28.460588300000005,150,0,Not rated,2.0,2017-07-03 19:06:07
1454,Curry 'n' Phulka,Gurgaon,77.0837421,28.4607562,400,2.4,Poor,83.0,2016-07-21 01:51:34
6775,Wah Ji Wah,Gurgaon,77.08322559999999,28.460572600000003,400,2.2,Poor,142.0,2018-10-20 20:43:03
306043,Woods Spice,Gurgaon,77.05734749999999,28.4428081,1300,3.2,Average,36.0,2016-09-28 21:31:18
2100712,Mocha,Guwahati,91.77393199999999,26.16149,800,4.6,Excellent,394.0,2017-05-26 02:39:41
2100478,Terra Mayaa Restaurant and Lounge,Guwahati,91.77393191,26.1614901,1400,3.9,Good,360.0,2016-07-19 01:05:11
18384506,The Basement Cafí©,Guwahati,91.77524608,26.180242800000002,600,4.7,Excellent,126.0,2018-07-14 10:29:46
2100108,Strawberry Fields,Guwahati,91.77495472,26.18470185,500,4.1,Very Good,290.0,2018-11-04 07:20:35
2100921,Brooklyn Blues,Guwahati,0.0,0.0,1400,4.2,Very Good,110.0,2017-05-17 19:31:34
2100565,Confucius,Guwahati,91.77739722,26.15735,750,4.1,Very Good,304.0,2016-04-17 19:03:45
2100870,The Woking Mama,Guwahati,0.0,0.0,1300,4.4,Very Good,129.0,2017-10-30 18:40:46
2100861,Underdoggs Sports Bar & Grill,Guwahati,0.0,0.0,1650,4.4,Very Good,222.0,2017-07-26 03:29:58
18381932,The Zouq : Resto-Cafe,Guwahati,0.0,0.0,500,4.1,Very Good,124.0,2016-04-02 16:49:24
18397909,BrewBakes,Guwahati,91.806493,26.13298761,500,4,Very Good,28.0,2018-07-20 15:20:30
2100702,Barbeque Nation,Guwahati,91.759857,26.172119,1500,4.9,Excellent,774.0,2017-06-16 07:30:11
2100101,Yo! China,Guwahati,91.75816667,26.171,800,3.6,Good,327.0,2018-12-29 20:50:02
2100322,4 Seasons,Guwahati,91.75316667,26.19166667,300,3.6,Good,142.0,2016-03-26 05:11:08
2100784,11th Avenue Cafe Bistro,Guwahati,91.75231431,26.18600148,400,4.1,Very Good,377.0,2018-09-24 05:43:15
2100849,Cafí© Riverrun,Guwahati,91.75386279,26.19376437,500,4.2,Very Good,99.0,2016-09-13 10:29:30
18480196,Fat Belly,Guwahati,91.75222128,26.18571587,500,4.1,Very Good,25.0,2016-05-19 04:21:27
2100719,The Corner Cafe,Guwahati,0.0,0.0,850,4.1,Very Good,179.0,2016-05-02 02:29:30
2100676,Chung Fa,Guwahati,91.78299999999999,26.17266667,600,4.3,Very Good,369.0,2016-12-24 02:54:48
2100074,Shanghai Salsa,Guwahati,91.78535556,26.17221667,1000,4,Very Good,256.0,2017-09-21 21:13:25
18224282,Three Guys,Guwahati,91.77896976,26.16767011,700,4.3,Very Good,233.0,2016-12-27 04:51:32
2100776,Ziya,Guwahati,0.0,0.0,700,4.3,Very Good,96.0,2017-05-05 02:25:56
90744,Exotica,Hyderabad,78.43722526,17.41037066,1500,4.3,Very Good,3374.0,2017-08-09 10:57:24
18452864,AB's - Absolute Barbecues,Hyderabad,78.44965395,17.41233045,1500,4.9,Excellent,200.0,2018-02-01 22:03:01
97824,Chili's,Hyderabad,78.44957784,17.42281912,1800,4.7,Excellent,1932.0,2018-11-29 00:50:41
18443506,The Fisherman's Wharf,Hyderabad,78.3296446,17.411027800000003,1500,3.8,Good,144.0,2016-04-10 00:04:23
90847,Chili's,Hyderabad,78.38674374,17.43380875,1800,4.6,Excellent,2553.0,2017-02-18 02:54:28
18280329,Pine & Dine,Hyderabad,78.3754674,17.4558938,700,4,Very Good,682.0,2018-02-26 17:15:09
96626,Jonathan's Kitchen - Holiday Inn Express & Suites,Hyderabad,78.3475536,17.424114000000003,1900,4.3,Very Good,860.0,2016-11-10 09:32:06
94286,AB's - Absolute Barbecues,Hyderabad,78.3978647,17.438263100000004,1500,4.9,Excellent,5434.0,2016-12-12 08:57:06
96776,Coní_u,Hyderabad,78.40832144,17.43166813,600,4.8,Excellent,1023.0,2018-10-14 06:45:22
18418733,Dock Forty Five,Hyderabad,78.40442251,17.42829434,1400,4.2,Very Good,79.0,2018-09-30 17:59:46
18418730,Mocha Bar,Hyderabad,78.41821343,17.43044843,1200,4.2,Very Good,221.0,2018-08-11 08:53:58
93766,Olive Bistro,Hyderabad,78.39262140000001,17.4295847,2000,4.4,Very Good,2218.0,2018-07-31 04:50:46
18356469,Prost Brew Pub,Hyderabad,78.40035025,17.43147653,1200,4.1,Very Good,594.0,2018-10-17 22:50:07
97503,United Kitchens of India,Hyderabad,78.40749498,17.42622756,1100,4.1,Very Good,1431.0,2016-05-30 04:17:57
92577,Heart Cup Coffee,Hyderabad,78.36885475,17.45970973,1800,4.2,Very Good,1859.0,2016-05-25 15:25:26
18307251,Churrolto,Hyderabad,78.39339100000001,17.440827,500,4.7,Excellent,344.0,2016-05-21 23:55:15
18313013,The Grand Trunk Road,Hyderabad,78.38588309,17.45197577,1100,3.9,Good,616.0,2017-07-13 15:14:09
18312984,Sahibäó»s Barbeque by Ohriäó»s,Hyderabad,78.37934721,17.45085056,1400,4.1,Very Good,571.0,2016-02-08 08:59:27
1401756,KYRO,Indore,75.86605870000001,22.695206699999996,1300,3.7,Good,238.0,2017-05-27 01:02:11
1400544,JAL - A Jungle Restaurant,Indore,75.88199135,22.65184685,850,4.1,Very Good,100.0,2017-02-24 09:28:42
18254231,Oye24,Indore,75.86669887,22.75185706,250,4.1,Very Good,152.0,2018-03-01 11:34:32
1402314,Hobnob Gourmet Cafí©bar,Indore,75.90336453,22.75365871,1950,4.1,Very Good,37.0,2018-12-06 01:53:11
1400466,Mangosteen Cafe,Indore,75.8841666,22.7270206,700,3.9,Good,430.0,2016-04-30 02:49:37
1401934,Mama Loca,Indore,75.884212,22.728163100000003,1000,4.2,Very Good,304.0,2018-10-15 00:38:09
1401548,Vidorra,Indore,75.8869592,22.722634,1200,4,Very Good,404.0,2017-02-11 07:53:05
1400460,Cafe Palette,Indore,75.8984969,22.7257475,800,3.8,Good,214.0,2016-05-08 22:20:49
1400056,Nafees Restaurant,Indore,75.8876482,22.7258351,850,4,Very Good,496.0,2017-04-19 08:38:25
1400169,The Creative Kitchen - Radisson Blu Hotel,Indore,75.90284687,22.75003967,2000,3.8,Good,209.0,2017-11-08 11:08:50
1400186,Square - Sayaji Hotel,Indore,75.88949014,22.75123407,1500,4.3,Very Good,334.0,2017-09-22 16:28:45
1402335,Freito,Indore,75.8934001,22.7480596,650,3.1,Average,26.0,2017-10-23 12:06:16
